time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,posture
2021-11-19 07:31:42.589021,-1.15625,0.0400390625,1.568359375,0,0,0,NORMAL
2021-11-19 07:31:43.758775,-1.14306640625,0.07666015625,1.58251953125,0,0,0,NORMAL
time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,posture
2021-11-19 07:32:06.529017,-1.224609375,0.03564453125,1.5244140625,0,0,0,NORMAL
2021-11-19 07:32:07.698878,-1.2216796875,0.0283203125,1.5185546875,0,0,0,NORMAL
2021-11-19 07:32:08.868971,-1.24169921875,0.0205078125,1.51416015625,0,0,0,NORMAL
2021-11-19 07:32:10.039034,-1.23193359375,0.0283203125,1.51708984375,0,0,0,NORMAL
2021-11-19 07:32:11.208907,-1.24072265625,0.02294921875,1.513671875,0,0,0,NORMAL
2021-11-19 07:32:12.378943,-1.2392578125,0.02587890625,1.51513671875,0,0,0,NORMAL
2021-11-19 07:32:13.549057,-1.10546875,-0.06982421875,1.6025390625,0,0,0,NORMAL
2021-11-19 07:32:14.763991,-1.3046875,0.03369140625,1.484375,0,0,0,NORMAL
2021-11-19 07:32:15.933905,-1.1748046875,0.1640625,1.55029296875,0,0,0,NORMAL
2021-11-19 07:32:17.148901,-1.19482421875,0.09033203125,1.5625,0,0,0,NORMAL
2021-11-19 07:32:18.318877,-1.181640625,0.07861328125,1.576171875,0,0,0,NORMAL
2021-11-19 07:32:19.534003,-1.1796875,0.068359375,1.587890625,0,0,0,NORMAL
2021-11-19 07:32:20.703978,-1.16015625,0.07275390625,1.56787109375,0,0,0,NORMAL
2021-11-19 07:32:21.873948,-1.17041015625,0.0771484375,1.564453125,0,0,0,NORMAL
2021-11-19 07:32:23.043914,-1.1796875,0.072265625,1.56201171875,0,0,0,NORMAL
2021-11-19 07:32:24.213927,-1.16357421875,0.07177734375,1.57568359375,0,0,0,NORMAL
2021-11-19 07:32:25.383967,-1.16650390625,0.06982421875,1.5615234375,0,0,0,NORMAL
